epoch,accuracy,loss,val_accuracy,val_loss
0,0.5815761089324951,0.9872563481330872,0.22662198543548584,8.515303611755371
1,0.72567218542099,0.6544463038444519,0.24073509871959686,6.870835781097412
2,0.7974881529808044,0.4983408749103546,0.23971976339817047,8.302639961242676
3,0.8537575602531433,0.37270841002464294,0.26185399293899536,6.567292213439941
4,0.898222029209137,0.2690742313861847,0.2851050794124603,7.172178745269775
5,0.9254575371742249,0.20348428189754486,0.29667985439300537,6.902520179748535
6,0.9446007609367371,0.1547425389289856,0.25312215089797974,9.89893913269043
7,0.9583200216293335,0.11580175161361694,0.24875621497631073,9.298495292663574
8,0.9651072025299072,0.10033335536718369,0.25393441319465637,10.576445579528809
9,0.9715172648429871,0.08162377029657364,0.28703421354293823,8.130680084228516
10,0.974446713924408,0.07266440987586975,0.3353639841079712,6.536391258239746
11,0.9793195724487305,0.05943113565444946,0.47405827045440674,4.010496139526367
12,0.9824520945549011,0.05202494561672211,0.5472636818885803,3.0508666038513184
13,0.9827421307563782,0.05045891925692558,0.5439130663871765,3.157137632369995
14,0.9836992621421814,0.045446254312992096,0.6611838936805725,1.7206077575683594
15,0.9859906435012817,0.04182228446006775,0.7263681888580322,1.3701602220535278
16,0.9863967299461365,0.03847618028521538,0.7823129296302795,0.9322478175163269
17,0.98819500207901,0.03528348356485367,0.6643313765525818,1.9064475297927856
18,0.9900223612785339,0.030702808871865273,0.761904776096344,1.1486293077468872
19,0.9889201521873474,0.03237662836909294,0.7688090205192566,1.0848413705825806
20,0.9894712567329407,0.03016296960413456,0.8387653827667236,0.631864070892334
21,0.9899933338165283,0.03026597760617733,0.778556227684021,1.060621976852417
22,0.9910665154457092,0.026704469695687294,0.8466849327087402,0.636631429195404
23,0.9909794926643372,0.027666419744491577,0.8073915839195251,0.8010679483413696
24,0.9899643063545227,0.028462743386626244,0.844552755355835,0.6784828901290894
25,0.9912985563278198,0.026342857629060745,0.8938978314399719,0.4065660834312439
26,0.9920236468315125,0.0235232412815094,0.8909534215927124,0.3879157304763794
27,0.9926037788391113,0.021695014089345932,0.868209958076477,0.5031620264053345
28,0.9905734062194824,0.025691086426377296,0.7909432649612427,1.0891969203948975
29,0.990602433681488,0.02703409641981125,0.6989542245864868,1.7476038932800293
30,0.9935609102249146,0.018422765657305717,0.7158086895942688,1.5231822729110718
31,0.9928647875785828,0.020874885842204094,0.8015027046203613,0.9073411822319031
32,0.992922842502594,0.02050786092877388,0.7887095212936401,1.082945466041565
33,0.992922842502594,0.02063847705721855,0.7536805868148804,1.318809151649475
34,0.9928938150405884,0.019674431532621384,0.8394761085510254,0.7272896766662598
35,0.9938219785690308,0.018875842913985252,0.8257691264152527,0.7683770656585693
36,0.9923427104949951,0.022421667352318764,0.8015027046203613,0.8506748676300049
37,0.9938219785690308,0.017829732969403267,0.7910447716712952,0.9983258843421936
38,0.9941120147705078,0.016317106783390045,0.8672961592674255,0.522445559501648
39,0.9946051239967346,0.014749029651284218,0.9051680564880371,0.3916707932949066
40,0.9957072734832764,0.013090147636830807,0.8897349834442139,0.4142502546310425
41,0.9940540194511414,0.017274731770157814,0.8902426362037659,0.4397788345813751
42,0.9941990375518799,0.015811705961823463,0.8805969953536987,0.49218064546585083
43,0.9948951601982117,0.015073789283633232,0.8834399580955505,0.45905736088752747
44,0.9942570328712463,0.017055688425898552,0.8398821949958801,0.7636098265647888
45,0.9941990375518799,0.01760934107005596,0.8945070505142212,0.48297521471977234
46,0.994576096534729,0.015998264774680138,0.9117677211761475,0.35637402534484863
47,0.9945181012153625,0.01600099727511406,0.8898365497589111,0.4936816990375519
48,0.9955042600631714,0.013656869530677795,0.862219512462616,0.6609392762184143
49,0.9946340918540955,0.015599610283970833,0.8905472755432129,0.4793742001056671
50,0.9961133599281311,0.012218422256410122,0.8938978314399719,0.48153117299079895
51,0.9941990375518799,0.017888840287923813,0.8223170042037964,0.8464400172233582
52,0.9952142238616943,0.012708429247140884,0.8131790161132812,0.9272790551185608
53,0.993125855922699,0.01927238702774048,0.7694182395935059,1.2830219268798828
54,0.9966064095497131,0.0106617147102952,0.8746065497398376,0.5850623846054077
55,0.9966934323310852,0.00995866023004055,0.8969438672065735,0.43542128801345825
56,0.9962874054908752,0.010828494094312191,0.9167428016662598,0.3342580199241638
57,0.9956492781639099,0.012099605984985828,0.8828307390213013,0.5159041881561279
58,0.9957072734832764,0.014016371220350266,0.9110569357872009,0.34935426712036133
59,0.994866132736206,0.015216436237096786,0.8790740370750427,0.5228660106658936
60,0.9946340918540955,0.013984293676912785,0.8657732009887695,0.6094580888748169
61,0.9960553646087646,0.011836379766464233,0.8898365497589111,0.4692547023296356
62,0.9964613914489746,0.011646422557532787,0.8967407941818237,0.43451935052871704
63,0.9971575140953064,0.008918262086808681,0.8732866048812866,0.5585963129997253
64,0.9971285462379456,0.00903339684009552,0.9048634171485901,0.40551161766052246
65,0.9959683418273926,0.011371185071766376,0.9052695631980896,0.43192416429519653
66,0.9957942962646484,0.013114961795508862,0.878058671951294,0.5982949733734131
67,0.995736300945282,0.012976003810763359,0.8905472755432129,0.4807794392108917
68,0.9956202507019043,0.013584333471953869,0.862727165222168,0.7024250030517578
69,0.9964904189109802,0.01066802628338337,0.8552137017250061,0.6719061136245728
70,0.9972155094146729,0.00846812967211008,0.8700375556945801,0.7295914888381958
71,0.997186541557312,0.00932925846427679,0.8839476108551025,0.5029630064964294
72,0.9944310784339905,0.015513085760176182,0.8604934215545654,0.6331218481063843
73,0.9968094825744629,0.009699962101876736,0.8494263291358948,0.7524409294128418
74,0.9974765777587891,0.007653499022126198,0.866686999797821,0.6436753869056702
75,0.995823323726654,0.011995085515081882,0.8911564350128174,0.4961239993572235
76,0.9965774416923523,0.009536588564515114,0.8855721354484558,0.49973273277282715
77,0.997679591178894,0.007451087702065706,0.8750126957893372,0.5689654350280762
78,0.9970124959945679,0.009113963693380356,0.8828307390213013,0.5256507992744446
79,0.9963454008102417,0.011777132749557495,0.9057772159576416,0.43653449416160583
80,0.9966354370117188,0.01034253928810358,0.8545029759407043,0.7043603658676147
81,0.9966354370117188,0.010396950878202915,0.898872971534729,0.42026573419570923
82,0.9965484142303467,0.009937119670212269,0.8475987315177917,0.792639970779419
83,0.9970415234565735,0.008891903795301914,0.9073002338409424,0.42786678671836853
84,0.9972445368766785,0.008210455998778343,0.8826276659965515,0.5917622447013855
85,0.9962583780288696,0.011451920494437218,0.8638440370559692,0.6693671345710754
86,0.9962003827095032,0.010828981176018715,0.8976545929908752,0.48818305134773254
87,0.9979696869850159,0.006164995022118092,0.8580566644668579,0.7031791806221008
88,0.996896505355835,0.009748848155140877,0.9117677211761475,0.36273008584976196
89,0.9962583780288696,0.011273124255239964,0.9441567659378052,0.2267186939716339
90,0.9972735643386841,0.008035964332520962,0.915524423122406,0.348023921251297
91,0.9972445368766785,0.008964857086539268,0.94669508934021,0.19759118556976318
92,0.9967224597930908,0.008503135293722153,0.8805969953536987,0.5322920680046082
93,0.9984917640686035,0.005050634499639273,0.93034827709198,0.2787642180919647
94,0.9981147050857544,0.005778077989816666,0.9039496183395386,0.4080860912799835
95,0.9961423277854919,0.011758492328226566,0.9008021354675293,0.4323437809944153
96,0.9962003827095032,0.010622135363519192,0.8954208493232727,0.48774322867393494
97,0.9963163733482361,0.010383646003901958,0.9283176064491272,0.3320239782333374
98,0.9970415234565735,0.008250914514064789,0.901512861251831,0.45209193229675293
99,0.9978826642036438,0.0066138277761638165,0.9381663203239441,0.249238520860672
